,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity,<1H OCEAN,INLAND,ISLAND,NEAR BAY,NEAR OCEAN
12379,-121.46,38.56,52.0,1750.0,372.0,764.0,369.0,2.9191,111800.0,INLAND,0.0,1.0,0.0,0.0,0.0
12380,-121.46,38.57,52.0,810.0,172.0,326.0,151.0,3.1583,140000.0,INLAND,0.0,1.0,0.0,0.0,0.0
12381,-121.46,38.57,52.0,893.0,159.0,367.0,160.0,3.2386,213200.0,INLAND,0.0,1.0,0.0,0.0,0.0
12382,-121.46,38.57,52.0,1917.0,367.0,722.0,358.0,3.1484,158900.0,INLAND,0.0,1.0,0.0,0.0,0.0
12383,-121.46,38.57,52.0,1625.0,419.0,614.0,383.0,2.0549,156700.0,INLAND,0.0,1.0,0.0,0.0,0.0
12384,-121.43,38.56,41.0,1105.0,227.0,443.0,210.0,3.1827,131700.0,INLAND,0.0,1.0,0.0,0.0,0.0
12385,-121.44,38.56,45.0,2423.0,466.0,873.0,438.0,3.7167,131900.0,INLAND,0.0,1.0,0.0,0.0,0.0
12386,-121.44,38.56,52.0,906.0,165.0,257.0,166.0,2.8542,139400.0,INLAND,0.0,1.0,0.0,0.0,0.0
12387,-121.43,38.56,50.0,1533.0,288.0,532.0,257.0,2.5417,125900.0,INLAND,0.0,1.0,0.0,0.0,0.0
12388,-121.43,38.56,46.0,1316.0,244.0,452.0,245.0,3.0938,137800.0,INLAND,0.0,1.0,0.0,0.0,0.0
12389,-121.45,38.57,52.0,3994.0,635.0,1295.0,625.0,5.1169,232500.0,INLAND,0.0,1.0,0.0,0.0,0.0
12390,-121.45,38.56,52.0,3420.0,555.0,1301.0,530.0,4.0417,173800.0,INLAND,0.0,1.0,0.0,0.0,0.0
12391,-121.42,38.55,35.0,182.0,39.0,115.0,43.0,2.6417,98900.0,INLAND,0.0,1.0,0.0,0.0,0.0
12392,-121.43,38.55,44.0,3514.0,714.0,1509.0,656.0,2.7333,100100.0,INLAND,0.0,1.0,0.0,0.0,0.0
12393,-121.45,38.55,19.0,3374.0,808.0,1412.0,753.0,1.4889,77600.0,INLAND,0.0,1.0,0.0,0.0,0.0
12394,-121.46,38.56,52.0,1878.0,393.0,722.0,381.0,3.3348,122800.0,INLAND,0.0,1.0,0.0,0.0,0.0
12395,-121.45,38.56,51.0,1250.0,235.0,452.0,232.0,2.625,121200.0,INLAND,0.0,1.0,0.0,0.0,0.0
12396,-121.44,38.55,46.0,1698.0,383.0,726.0,386.0,2.9821,97000.0,INLAND,0.0,1.0,0.0,0.0,0.0
12397,-121.47,38.56,52.0,889.0,162.0,273.0,145.0,3.125,85600.0,INLAND,0.0,1.0,0.0,0.0,0.0
12398,-121.46,38.56,52.0,907.0,180.0,479.0,177.0,2.2125,104000.0,INLAND,0.0,1.0,0.0,0.0,0.0
12399,-121.46,38.55,52.0,3126.0,648.0,1789.0,558.0,1.7616,84100.0,INLAND,0.0,1.0,0.0,0.0,0.0
12400,-121.46,38.55,52.0,2094.0,463.0,1364.0,407.0,1.2235,68500.0,INLAND,0.0,1.0,0.0,0.0,0.0
12401,-121.47,38.55,48.0,1091.0,403.0,926.0,336.0,1.1458,65400.0,INLAND,0.0,1.0,0.0,0.0,0.0
12402,-121.47,38.56,52.0,1532.0,408.0,782.0,369.0,1.8911,85900.0,INLAND,0.0,1.0,0.0,0.0,0.0
12403,-121.47,38.56,51.0,2083.0,559.0,874.0,524.0,2.0221,95800.0,INLAND,0.0,1.0,0.0,0.0,0.0
12404,-121.47,38.56,44.0,1986.0,573.0,1044.0,490.0,1.7328,88100.0,INLAND,0.0,1.0,0.0,0.0,0.0
12405,-121.48,38.56,44.0,1151.0,263.0,518.0,258.0,2.0089,113600.0,INLAND,0.0,1.0,0.0,0.0,0.0
12406,-121.48,38.56,46.0,1476.0,344.0,688.0,353.0,2.7316,134700.0,INLAND,0.0,1.0,0.0,0.0,0.0
12407,-121.48,38.57,38.0,1145.0,324.0,596.0,288.0,1.78,114300.0,INLAND,0.0,1.0,0.0,0.0,0.0
12408,-121.49,38.56,42.0,900.0,239.0,506.0,231.0,1.2813,87500.0,INLAND,0.0,1.0,0.0,0.0,0.0
12409,-121.49,38.56,35.0,1521.0,457.0,987.0,455.0,1.9013,86900.0,INLAND,0.0,1.0,0.0,0.0,0.0
12410,-121.49,38.57,51.0,1492.0,385.0,736.0,365.0,1.7155,108800.0,INLAND,0.0,1.0,0.0,0.0,0.0
12411,-121.5,38.57,41.0,1124.0,344.0,807.0,316.0,1.4712,94600.0,INLAND,0.0,1.0,0.0,0.0,0.0
12412,-121.5,38.57,44.0,1375.0,351.0,766.0,321.0,2.1719,87500.0,INLAND,0.0,1.0,0.0,0.0,0.0
12413,-121.51,38.57,36.0,613.0,166.0,425.0,147.0,2.2031,93800.0,INLAND,0.0,1.0,0.0,0.0,0.0
12414,-121.5,38.57,45.0,858.0,254.0,510.0,200.0,1.0114,80000.0,INLAND,0.0,1.0,0.0,0.0,0.0
12415,-121.5,38.56,46.0,2646.0,645.0,1684.0,616.0,1.128,123100.0,INLAND,0.0,1.0,0.0,0.0,0.0
12416,-121.51,38.56,43.0,1048.0,312.0,1320.0,294.0,1.0649,137500.0,INLAND,0.0,1.0,0.0,0.0,0.0
12417,-121.51,38.55,45.0,3032.0,631.0,1341.0,597.0,2.8417,137900.0,INLAND,0.0,1.0,0.0,0.0,0.0
12418,-121.51,38.55,46.0,1485.0,278.0,531.0,291.0,2.7885,137200.0,INLAND,0.0,1.0,0.0,0.0,0.0
12419,-121.49,38.56,52.0,1844.0,392.0,667.0,353.0,3.0033,103500.0,INLAND,0.0,1.0,0.0,0.0,0.0
12420,-121.49,38.55,52.0,2515.0,460.0,836.0,442.0,3.3844,151100.0,INLAND,0.0,1.0,0.0,0.0,0.0
12421,-121.5,38.55,52.0,2784.0,455.0,957.0,448.0,5.6402,209800.0,INLAND,0.0,1.0,0.0,0.0,0.0
12422,-121.49,38.56,52.0,1777.0,368.0,624.0,350.0,3.6729,137800.0,INLAND,0.0,1.0,0.0,0.0,0.0
12423,-121.49,38.54,47.0,2313.0,536.0,779.0,442.0,2.5639,123000.0,INLAND,0.0,1.0,0.0,0.0,0.0
12424,-121.5,38.54,52.0,1145.0,133.0,334.0,138.0,8.338,405800.0,INLAND,0.0,1.0,0.0,0.0,0.0
12425,-121.49,38.55,51.0,4280.0,632.0,1486.0,621.0,5.0359,224100.0,INLAND,0.0,1.0,0.0,0.0,0.0
12426,-121.5,38.55,49.0,4094.0,634.0,1363.0,659.0,5.2362,236800.0,INLAND,0.0,1.0,0.0,0.0,0.0
12427,-121.5,38.54,44.0,1167.0,201.0,452.0,209.0,3.7344,179800.0,INLAND,0.0,1.0,0.0,0.0,0.0
12428,-121.48,38.55,52.0,2508.0,360.0,832.0,345.0,7.1035,228700.0,INLAND,0.0,1.0,0.0,0.0,0.0
12429,-121.48,38.55,52.0,2037.0,358.0,811.0,375.0,4.3929,162500.0,INLAND,0.0,1.0,0.0,0.0,0.0
12430,-121.48,38.56,50.0,1587.0,448.0,877.0,380.0,2.0833,94300.0,INLAND,0.0,1.0,0.0,0.0,0.0
12431,-121.48,38.55,52.0,1684.0,309.0,675.0,296.0,4.1467,175000.0,INLAND,0.0,1.0,0.0,0.0,0.0
12432,-121.48,38.55,52.0,2216.0,333.0,714.0,327.0,4.8603,191900.0,INLAND,0.0,1.0,0.0,0.0,0.0
12433,-121.48,38.56,52.0,814.0,216.0,327.0,181.0,2.8542,125000.0,INLAND,0.0,1.0,0.0,0.0,0.0
12434,-121.47,38.55,48.0,968.0,310.0,706.0,274.0,0.9948,65400.0,INLAND,0.0,1.0,0.0,0.0,0.0
12435,-121.47,38.55,29.0,1303.0,308.0,861.0,263.0,1.0208,55800.0,INLAND,0.0,1.0,0.0,0.0,0.0
12436,-121.47,38.54,47.0,2085.0,464.0,1346.0,402.0,1.2679,56700.0,INLAND,0.0,1.0,0.0,0.0,0.0
12437,-121.47,38.55,24.0,979.0,287.0,546.0,291.0,1.186,67000.0,INLAND,0.0,1.0,0.0,0.0,0.0
12438,-121.47,38.55,52.0,1384.0,295.0,561.0,244.0,2.0242,94600.0,INLAND,0.0,1.0,0.0,0.0,0.0
12439,-121.45,38.54,47.0,1159.0,250.0,810.0,244.0,2.7787,56000.0,INLAND,0.0,1.0,0.0,0.0,0.0
12440,-121.45,38.54,41.0,1278.0,308.0,839.0,280.0,1.4702,58300.0,INLAND,0.0,1.0,0.0,0.0,0.0
12441,-121.46,38.54,48.0,1001.0,205.0,605.0,175.0,1.8333,58200.0,INLAND,0.0,1.0,0.0,0.0,0.0
12442,-121.46,38.55,40.0,2077.0,435.0,1454.0,385.0,2.0074,57000.0,INLAND,0.0,1.0,0.0,0.0,0.0
12443,-121.42,38.54,29.0,1407.0,265.0,556.0,235.0,3.0521,108000.0,INLAND,0.0,1.0,0.0,0.0,0.0
12444,-121.43,38.54,43.0,2084.0,417.0,912.0,410.0,2.9769,92700.0,INLAND,0.0,1.0,0.0,0.0,0.0
12445,-121.43,38.54,44.0,1879.0,359.0,791.0,345.0,3.15,101500.0,INLAND,0.0,1.0,0.0,0.0,0.0
12446,-121.44,38.54,44.0,2570.0,509.0,1145.0,503.0,2.5694,92400.0,INLAND,0.0,1.0,0.0,0.0,0.0
12447,-121.45,38.54,48.0,3421.0,734.0,1441.0,727.0,1.9485,86600.0,INLAND,0.0,1.0,0.0,0.0,0.0
12448,-121.42,38.54,18.0,2525.0,501.0,1726.0,468.0,2.398,87600.0,INLAND,0.0,1.0,0.0,0.0,0.0
12449,-121.42,38.54,29.0,2358.0,493.0,1071.0,470.0,2.925,94300.0,INLAND,0.0,1.0,0.0,0.0,0.0
12450,-121.43,38.54,42.0,3321.0,688.0,1346.0,658.0,2.4618,101300.0,INLAND,0.0,1.0,0.0,0.0,0.0
12451,-121.44,38.54,47.0,2518.0,501.0,1308.0,471.0,2.5389,75700.0,INLAND,0.0,1.0,0.0,0.0,0.0
12452,-121.41,38.53,35.0,2061.0,371.0,1110.0,342.0,3.1944,79000.0,INLAND,0.0,1.0,0.0,0.0,0.0
12453,-121.41,38.53,37.0,1058.0,224.0,588.0,231.0,2.9737,72100.0,INLAND,0.0,1.0,0.0,0.0,0.0
12454,-121.42,38.53,37.0,1958.0,367.0,1171.0,366.0,2.8298,71200.0,INLAND,0.0,1.0,0.0,0.0,0.0
12455,-121.42,38.53,36.0,1581.0,288.0,832.0,291.0,3.4083,71800.0,INLAND,0.0,1.0,0.0,0.0,0.0
12456,-121.43,38.53,36.0,1488.0,294.0,846.0,279.0,3.1208,82700.0,INLAND,0.0,1.0,0.0,0.0,0.0
12457,-121.43,38.53,36.0,2430.0,426.0,1199.0,437.0,3.1667,81900.0,INLAND,0.0,1.0,0.0,0.0,0.0
12458,-121.44,38.53,37.0,1951.0,432.0,1089.0,411.0,2.3272,80600.0,INLAND,0.0,1.0,0.0,0.0,0.0
12459,-121.41,38.52,25.0,3087.0,720.0,2529.0,708.0,1.8689,66800.0,INLAND,0.0,1.0,0.0,0.0,0.0
12460,-121.42,38.51,21.0,3249.0,666.0,2611.0,663.0,1.9423,87800.0,INLAND,0.0,1.0,0.0,0.0,0.0
12461,-121.42,38.52,32.0,2828.0,556.0,1655.0,485.0,2.5574,72600.0,INLAND,0.0,1.0,0.0,0.0,0.0
12462,-121.43,38.52,43.0,2089.0,399.0,955.0,385.0,2.5898,72100.0,INLAND,0.0,1.0,0.0,0.0,0.0
12463,-121.43,38.52,30.0,3657.0,945.0,2925.0,899.0,1.3927,78300.0,INLAND,0.0,1.0,0.0,0.0,0.0
12464,-121.44,38.52,38.0,2080.0,388.0,995.0,380.0,2.7697,76600.0,INLAND,0.0,1.0,0.0,0.0,0.0
12465,-121.5,38.53,39.0,3184.0,593.0,1188.0,572.0,4.6923,192000.0,INLAND,0.0,1.0,0.0,0.0,0.0
12466,-121.5,38.53,37.0,3642.0,684.0,1508.0,657.0,3.5231,114300.0,INLAND,0.0,1.0,0.0,0.0,0.0
12467,-121.51,38.53,34.0,1613.0,265.0,631.0,266.0,4.25,191900.0,INLAND,0.0,1.0,0.0,0.0,0.0
12468,-121.51,38.53,36.0,2603.0,408.0,966.0,419.0,5.3135,216600.0,INLAND,0.0,1.0,0.0,0.0,0.0
12469,-121.5,38.52,37.0,2008.0,466.0,1261.0,427.0,2.2574,59100.0,INLAND,0.0,1.0,0.0,0.0,0.0
12470,-121.51,38.51,33.0,2918.0,439.0,1085.0,427.0,5.5208,171300.0,INLAND,0.0,1.0,0.0,0.0,0.0
12471,-121.51,38.51,31.0,1595.0,217.0,542.0,236.0,6.6112,251600.0,INLAND,0.0,1.0,0.0,0.0,0.0
12472,-121.51,38.52,30.0,3236.0,588.0,1167.0,569.0,4.0972,181400.0,INLAND,0.0,1.0,0.0,0.0,0.0
12473,-121.48,38.53,38.0,1451.0,315.0,786.0,340.0,2.3487,101600.0,INLAND,0.0,1.0,0.0,0.0,0.0
12474,-121.49,38.53,40.0,2966.0,536.0,1225.0,505.0,3.125,130600.0,INLAND,0.0,1.0,0.0,0.0,0.0
12475,-121.49,38.54,37.0,1655.0,393.0,841.0,355.0,1.6932,78400.0,INLAND,0.0,1.0,0.0,0.0,0.0
12476,-121.48,38.53,43.0,1378.0,280.0,708.0,280.0,2.3542,103900.0,INLAND,0.0,1.0,0.0,0.0,0.0
12477,-121.48,38.52,36.0,1824.0,357.0,906.0,356.0,2.9911,96400.0,INLAND,0.0,1.0,0.0,0.0,0.0
12478,-121.49,38.52,37.0,1902.0,413.0,955.0,384.0,3.1014,96800.0,INLAND,0.0,1.0,0.0,0.0,0.0
12479,-121.49,38.53,42.0,1468.0,281.0,571.0,271.0,3.3906,124200.0,INLAND,0.0,1.0,0.0,0.0,0.0
12480,-121.48,38.54,41.0,3364.0,685.0,1841.0,626.0,2.1975,73500.0,INLAND,0.0,1.0,0.0,0.0,0.0
12481,-121.48,38.53,37.0,1704.0,361.0,902.0,356.0,1.9837,62300.0,INLAND,0.0,1.0,0.0,0.0,0.0
12482,-121.47,38.54,36.0,2099.0,510.0,1845.0,483.0,1.4138,52500.0,INLAND,0.0,1.0,0.0,0.0,0.0
12483,-121.47,38.53,43.0,3215.0,725.0,2400.0,625.0,1.4625,54400.0,INLAND,0.0,1.0,0.0,0.0,0.0
12484,-121.47,38.53,44.0,543.0,146.0,506.0,125.0,1.3646,65400.0,INLAND,0.0,1.0,0.0,0.0,0.0
12485,-121.49,38.51,18.0,700.0,169.0,260.0,128.0,2.9219,152900.0,INLAND,0.0,1.0,0.0,0.0,0.0
12486,-121.49,38.5,32.0,2364.0,439.0,1331.0,449.0,3.319,84500.0,INLAND,0.0,1.0,0.0,0.0,0.0
12487,-121.49,38.5,30.0,1715.0,271.0,842.0,263.0,3.0313,87900.0,INLAND,0.0,1.0,0.0,0.0,0.0
12488,-121.5,38.5,29.0,2049.0,330.0,787.0,309.0,3.7414,98500.0,INLAND,0.0,1.0,0.0,0.0,0.0
12489,-121.49,38.51,30.0,3166.0,607.0,1857.0,579.0,3.1768,79500.0,INLAND,0.0,1.0,0.0,0.0,0.0
12490,-121.51,38.54,34.0,2815.0,479.0,1075.0,471.0,3.9792,164800.0,INLAND,0.0,1.0,0.0,0.0,0.0
12491,-121.52,38.53,31.0,3089.0,585.0,1366.0,561.0,4.2885,160300.0,INLAND,0.0,1.0,0.0,0.0,0.0
12492,-121.52,38.53,30.0,3377.0,623.0,1289.0,594.0,3.5737,171200.0,INLAND,0.0,1.0,0.0,0.0,0.0
12493,-121.52,38.51,23.0,6876.0,1456.0,2942.0,1386.0,3.0963,156900.0,INLAND,0.0,1.0,0.0,0.0,0.0
12494,-121.51,38.49,21.0,4426.0,790.0,1856.0,761.0,4.1,158300.0,INLAND,0.0,1.0,0.0,0.0,0.0
12495,-121.51,38.5,25.0,4719.0,745.0,1857.0,739.0,5.0371,180200.0,INLAND,0.0,1.0,0.0,0.0,0.0
12496,-121.55,38.51,14.0,5490.0,851.0,2415.0,837.0,6.5253,216800.0,INLAND,0.0,1.0,0.0,0.0,0.0
12497,-121.55,38.5,9.0,4868.0,738.0,2036.0,750.0,5.7621,204600.0,INLAND,0.0,1.0,0.0,0.0,0.0
12498,-121.54,38.5,15.0,6093.0,1051.0,2415.0,997.0,4.2075,183600.0,INLAND,0.0,1.0,0.0,0.0,0.0
12499,-121.54,38.51,17.0,8482.0,1590.0,3362.0,1513.0,4.2216,217900.0,INLAND,0.0,1.0,0.0,0.0,0.0
12500,-121.53,38.5,17.0,3087.0,477.0,1365.0,495.0,6.4667,216800.0,INLAND,0.0,1.0,0.0,0.0,0.0
12501,-121.53,38.51,20.0,6132.0,1324.0,2595.0,1174.0,3.1607,178900.0,INLAND,0.0,1.0,0.0,0.0,0.0
12502,-121.52,38.5,19.0,4900.0,805.0,2519.0,855.0,4.8497,184400.0,INLAND,0.0,1.0,0.0,0.0,0.0
12503,-121.53,38.48,5.0,27870.0,5027.0,11935.0,4855.0,4.8811,212200.0,INLAND,0.0,1.0,0.0,0.0,0.0
12504,-121.52,38.49,5.0,3344.0,800.0,1341.0,670.0,3.6196,152800.0,INLAND,0.0,1.0,0.0,0.0,0.0
12505,-121.54,38.49,6.0,9104.0,1535.0,3759.0,1481.0,5.1442,174500.0,INLAND,0.0,1.0,0.0,0.0,0.0
12506,-121.48,38.52,34.0,2561.0,497.0,1583.0,530.0,3.1583,95800.0,INLAND,0.0,1.0,0.0,0.0,0.0
12507,-121.48,38.51,24.0,979.0,201.0,723.0,205.0,2.5926,72300.0,INLAND,0.0,1.0,0.0,0.0,0.0
12508,-121.48,38.5,23.0,2679.0,792.0,1740.0,659.0,1.3679,70300.0,INLAND,0.0,1.0,0.0,0.0,0.0
12509,-121.49,38.49,26.0,1557.0,301.0,986.0,300.0,2.6613,77700.0,INLAND,0.0,1.0,0.0,0.0,0.0
12510,-121.5,38.49,29.0,3606.0,690.0,2317.0,696.0,2.7368,78200.0,INLAND,0.0,1.0,0.0,0.0,0.0
12511,-121.5,38.49,32.0,4013.0,725.0,2032.0,675.0,3.3689,83400.0,INLAND,0.0,1.0,0.0,0.0,0.0
12512,-121.48,38.49,26.0,3165.0,806.0,2447.0,752.0,1.5908,78600.0,INLAND,0.0,1.0,0.0,0.0,0.0
12513,-121.49,38.49,26.0,4629.0,832.0,2902.0,816.0,2.735,74600.0,INLAND,0.0,1.0,0.0,0.0,0.0
12514,-121.47,38.49,17.0,3595.0,790.0,2760.0,770.0,2.3233,78800.0,INLAND,0.0,1.0,0.0,0.0,0.0
12515,-121.47,38.48,25.0,2969.0,551.0,1745.0,487.0,2.6382,76200.0,INLAND,0.0,1.0,0.0,0.0,0.0
12516,-121.49,38.47,26.0,6121.0,1185.0,4224.0,1105.0,2.3496,68000.0,INLAND,0.0,1.0,0.0,0.0,0.0
12517,-121.47,38.48,24.0,2359.0,462.0,2048.0,476.0,3.2702,67300.0,INLAND,0.0,1.0,0.0,0.0,0.0
12518,-121.45,38.54,38.0,1865.0,384.0,1052.0,354.0,1.7891,60500.0,INLAND,0.0,1.0,0.0,0.0,0.0
12519,-121.45,38.53,38.0,1746.0,388.0,1142.0,315.0,1.7714,69900.0,INLAND,0.0,1.0,0.0,0.0,0.0
12520,-121.45,38.53,34.0,1893.0,415.0,884.0,395.0,2.1679,75400.0,INLAND,0.0,1.0,0.0,0.0,0.0
12521,-121.45,38.53,34.0,1717.0,354.0,848.0,306.0,2.4741,87000.0,INLAND,0.0,1.0,0.0,0.0,0.0
12522,-121.46,38.54,39.0,1453.0,324.0,843.0,281.0,1.7692,63900.0,INLAND,0.0,1.0,0.0,0.0,0.0
12523,-121.46,38.53,37.0,2745.0,588.0,1607.0,556.0,1.8007,65400.0,INLAND,0.0,1.0,0.0,0.0,0.0
12524,-121.46,38.54,36.0,1825.0,411.0,1226.0,391.0,1.5292,55700.0,INLAND,0.0,1.0,0.0,0.0,0.0
12525,-121.47,38.52,26.0,2177.0,638.0,1971.0,560.0,1.2575,66800.0,INLAND,0.0,1.0,0.0,0.0,0.0
12526,-121.46,38.51,18.0,2123.0,606.0,1576.0,599.0,1.5735,110000.0,INLAND,0.0,1.0,0.0,0.0,0.0
12527,-121.45,38.5,25.0,3033.0,665.0,1559.0,627.0,2.7101,99500.0,INLAND,0.0,1.0,0.0,0.0,0.0
12528,-121.47,38.5,17.0,1895.0,424.0,620.0,417.0,1.7188,137500.0,INLAND,0.0,1.0,0.0,0.0,0.0
12529,-121.47,38.51,52.0,20.0,4.0,74.0,9.0,3.625,80000.0,INLAND,0.0,1.0,0.0,0.0,0.0
12530,-121.47,38.52,42.0,2316.0,515.0,1597.0,522.0,1.8205,60400.0,INLAND,0.0,1.0,0.0,0.0,0.0
12531,-121.44,38.52,36.0,3446.0,950.0,2460.0,847.0,1.6521,69700.0,INLAND,0.0,1.0,0.0,0.0,0.0
12532,-121.45,38.51,29.0,4221.0,901.0,2294.0,850.0,2.2245,75900.0,INLAND,0.0,1.0,0.0,0.0,0.0
12533,-121.45,38.52,37.0,1705.0,325.0,827.0,326.0,2.6288,71200.0,INLAND,0.0,1.0,0.0,0.0,0.0
12534,-121.45,38.52,37.0,1477.0,321.0,888.0,312.0,2.5592,70300.0,INLAND,0.0,1.0,0.0,0.0,0.0
12535,-121.46,38.52,29.0,3873.0,797.0,2237.0,706.0,2.1736,72100.0,INLAND,0.0,1.0,0.0,0.0,0.0
12536,-121.46,38.51,32.0,2437.0,592.0,1596.0,557.0,1.68,84100.0,INLAND,0.0,1.0,0.0,0.0,0.0
12537,-121.46,38.52,34.0,1279.0,285.0,963.0,268.0,2.71,65600.0,INLAND,0.0,1.0,0.0,0.0,0.0
12538,-121.44,38.51,27.0,7212.0,1606.0,4828.0,1549.0,2.214,82400.0,INLAND,0.0,1.0,0.0,0.0,0.0
12539,-121.44,38.5,27.0,2527.0,439.0,1089.0,415.0,4.088,96800.0,INLAND,0.0,1.0,0.0,0.0,0.0
12540,-121.44,38.5,20.0,2033.0,586.0,1281.0,521.0,1.4007,97500.0,INLAND,0.0,1.0,0.0,0.0,0.0
12541,-121.42,38.51,15.0,7901.0,1422.0,4769.0,1418.0,2.8139,90400.0,INLAND,0.0,1.0,0.0,0.0,0.0
12542,-121.42,38.5,24.0,7740.0,1539.0,4333.0,1397.0,3.025,87900.0,INLAND,0.0,1.0,0.0,0.0,0.0
12543,-121.46,38.49,15.0,10211.0,1995.0,5656.0,1752.0,2.575,107900.0,INLAND,0.0,1.0,0.0,0.0,0.0
12544,-121.45,38.49,34.0,3573.0,662.0,1540.0,620.0,3.5323,109800.0,INLAND,0.0,1.0,0.0,0.0,0.0
12545,-121.44,38.49,31.0,4297.0,788.0,2083.0,771.0,3.3878,109300.0,INLAND,0.0,1.0,0.0,0.0,0.0
12546,-121.45,38.48,28.0,2780.0,510.0,1638.0,533.0,2.9571,103100.0,INLAND,0.0,1.0,0.0,0.0,0.0
12547,-121.43,38.48,12.0,4602.0,930.0,2299.0,860.0,3.0625,90500.0,INLAND,0.0,1.0,0.0,0.0,0.0
12548,-121.44,38.48,12.0,4929.0,1010.0,2621.0,870.0,2.7262,109800.0,INLAND,0.0,1.0,0.0,0.0,0.0
12549,-121.45,38.48,24.0,1766.0,340.0,1028.0,372.0,3.5402,98700.0,INLAND,0.0,1.0,0.0,0.0,0.0
12550,-121.46,38.48,8.0,3593.0,659.0,1710.0,530.0,3.5227,93100.0,INLAND,0.0,1.0,0.0,0.0,0.0
12551,-121.42,38.49,17.0,13180.0,2444.0,7235.0,2335.0,3.363,103000.0,INLAND,0.0,1.0,0.0,0.0,0.0
12552,-121.42,38.48,13.0,7880.0,1992.0,4749.0,1882.0,1.9657,116000.0,INLAND,0.0,1.0,0.0,0.0,0.0
12553,-121.4,38.49,12.0,7290.0,1283.0,3960.0,1248.0,3.5968,106300.0,INLAND,0.0,1.0,0.0,0.0,0.0
12554,-121.38,38.49,11.0,8537.0,1643.0,4224.0,1648.0,2.9647,108900.0,INLAND,0.0,1.0,0.0,0.0,0.0
12555,-121.39,38.51,19.0,1808.0,375.0,758.0,320.0,2.0062,92000.0,INLAND,0.0,1.0,0.0,0.0,0.0
12556,-121.42,38.56,21.0,2066.0,748.0,2548.0,734.0,1.3571,55000.0,INLAND,0.0,1.0,0.0,0.0,0.0
12557,-121.39,38.56,19.0,8507.0,1470.0,3517.0,1453.0,4.3644,137400.0,INLAND,0.0,1.0,0.0,0.0,0.0
12558,-121.38,38.55,23.0,2790.0,430.0,1407.0,460.0,4.3288,133700.0,INLAND,0.0,1.0,0.0,0.0,0.0
12559,-121.38,38.55,26.0,1532.0,264.0,781.0,285.0,4.6944,130900.0,INLAND,0.0,1.0,0.0,0.0,0.0
12560,-121.39,38.55,25.0,2171.0,431.0,1053.0,422.0,3.5278,126200.0,INLAND,0.0,1.0,0.0,0.0,0.0
12561,-121.39,38.55,18.0,1734.0,467.0,783.0,447.0,1.9044,154300.0,INLAND,0.0,1.0,0.0,0.0,0.0
12562,-121.4,38.55,26.0,2697.0,398.0,1088.0,389.0,5.0,142500.0,INLAND,0.0,1.0,0.0,0.0,0.0
12563,-121.41,38.55,14.0,2534.0,705.0,1495.0,583.0,1.9167,156300.0,INLAND,0.0,1.0,0.0,0.0,0.0
12564,-121.4,38.55,19.0,2497.0,494.0,748.0,442.0,2.925,142400.0,INLAND,0.0,1.0,0.0,0.0,0.0
12565,-121.4,38.53,38.0,152.0,30.0,65.0,35.0,0.9274,67500.0,INLAND,0.0,1.0,0.0,0.0,0.0
12566,-121.48,38.59,43.0,987.0,240.0,1253.0,237.0,0.9204,82100.0,INLAND,0.0,1.0,0.0,0.0,0.0
12567,-121.5,38.59,43.0,88.0,21.0,119.0,19.0,1.725,67500.0,INLAND,0.0,1.0,0.0,0.0,0.0
12568,-121.44,38.6,16.0,2987.0,864.0,1240.0,755.0,2.8231,137500.0,INLAND,0.0,1.0,0.0,0.0,0.0
12569,-121.41,38.56,17.0,7228.0,1369.0,2455.0,1365.0,5.1385,179500.0,INLAND,0.0,1.0,0.0,0.0,0.0
12570,-121.37,38.57,22.0,4899.0,847.0,1701.0,826.0,5.2449,387000.0,INLAND,0.0,1.0,0.0,0.0,0.0
12571,-121.39,38.57,33.0,2648.0,357.0,863.0,359.0,8.4016,338700.0,INLAND,0.0,1.0,0.0,0.0,0.0
12572,-121.4,38.57,25.0,2022.0,295.0,639.0,278.0,5.8416,297600.0,INLAND,0.0,1.0,0.0,0.0,0.0
12573,-121.41,38.57,16.0,4429.0,1124.0,1538.0,960.0,3.2443,190700.0,INLAND,0.0,1.0,0.0,0.0,0.0
12574,-121.4,38.56,22.0,2623.0,357.0,838.0,368.0,7.143,327800.0,INLAND,0.0,1.0,0.0,0.0,0.0
12575,-121.42,38.6,23.0,3713.0,1078.0,2194.0,1018.0,1.7451,89600.0,INLAND,0.0,1.0,0.0,0.0,0.0
12576,-121.42,38.6,35.0,1166.0,193.0,574.0,190.0,2.2452,102800.0,INLAND,0.0,1.0,0.0,0.0,0.0
12577,-121.42,38.6,36.0,1327.0,209.0,613.0,230.0,3.8672,111400.0,INLAND,0.0,1.0,0.0,0.0,0.0
12578,-121.43,38.61,33.0,2289.0,576.0,1100.0,503.0,2.1694,95700.0,INLAND,0.0,1.0,0.0,0.0,0.0
12579,-121.44,38.61,34.0,172.0,38.0,149.0,55.0,2.6442,55000.0,INLAND,0.0,1.0,0.0,0.0,0.0
12580,-121.41,38.61,36.0,3099.0,605.0,1322.0,623.0,3.4784,105500.0,INLAND,0.0,1.0,0.0,0.0,0.0
12581,-121.41,38.6,16.0,5407.0,1467.0,2523.0,1265.0,2.0471,104200.0,INLAND,0.0,1.0,0.0,0.0,0.0
